StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,ignored,excluded,belonged,mc_percent_ball,aas_happy,aas_anxious,aas_pleased,aas_angry,aas_frustrated,aas_depressed,aas_joyful,aas_unhappy,aas_enjoyment,aas_peaceful,aas_bored,aas_relaxed,1_static_add,1_static_continue,2_static_add,2_static_continue,3_static_add,3_static_continue,4_static_add,4_static_continue,5_static_add,5_static_continue,1_add,1_continue,2_add,2_continue,3_add,3_continue,4_add,4_continue,5_add,5_continue,6_add,6_continue,7_add,7_continue,8_add,8_continue,9_add,9_continue,10_add,10_continue,11_add,11_continue,12_add,12_continue,13_add,13_continue,14_add,14_continue,15_add,15_continue,16_add,16_continue,17_add,17_continue,18_add,18_continue,19_add,19_continue,20_add,20_continue,21_add,21_continue,22_add,22_continue,23_add,23_continue,24_add,24_continue,25_add,25_continue,26_add,26_continue,27_add,27_continue,28_add,28_continue,29_add,29_continue,30_add,30_continue,31_add,31_continue,32_add,32_continue,33_add,33_continue,34_add,34_continue,35_add,35_continue,36_add,36_continue,37_add,37_continue,38_add,38_continue,39_add,39_continue,40_add,40_continue,41_add,41_continue,42_add,42_continue,43_add,43_continue,44_add,44_continue,45_add,45_continue,46_add,46_continue,47_add,47_continue,48_add,48_continue,49_add,49_continue,50_add,50_continue,51_add,51_continue,52_add,52_continue,53_add,53_continue,54_add,54_continue,55_add,55_continue,56_add,56_continue,57_add,57_continue,58_add,58_continue,59_add,59_continue,60_add,60_continue,61_add,61_continue,62_add,62_continue,63_add,63_continue,64_add,64_continue,65_add,65_continue,66_add,66_continue,67_add,67_continue,68_add,68_continue,69_add,69_continue,70_add,70_continue,71_add,71_continue,72_add,72_continue,73_add,73_continue,74_add,74_continue,75_add,75_continue,76_add,76_continue,77_add,77_continue,78_add,78_continue,79_add,79_continue,80_add,80_continue,81_add,81_continue,82_add,82_continue,83_add,83_continue,84_add,84_continue,85_add,85_continue,86_add,86_continue,87_add,87_continue,88_add,88_continue,89_add,89_continue,90_add,90_continue,91_add,91_continue,92_add,92_continue,93_add,93_continue,94_add,94_continue,95_add,95_continue,96_add,96_continue,97_add,97_continue,98_add,98_continue,99_add,99_continue,100_add,100_continue,101_add,101_continue,102_add,102_continue,103_add,103_continue,104_add,104_continue,105_add,105_continue,n_tasks,SC2,start_value,current_total,base_pay,total_pay,code,bonus_1,bonus_2,total_bonus,dummy_var,total_correct,workerId,hitId,assignmentId,condition,play_for,condition_int,ignored_mstrength,excluded_mstrength,belonged_mstrength,missed_tasks,prop_tasks
8/7/18 8:45,8/7/18 9:01,IP Address,174.237.133.23,100,958,TRUE,8/7/18 9:01,R_1IKUaxw0ZTiINmV,NA,NA,NA,NA,36.17370605,-115.1242981,anonymous,EN,5,5,1,10,3,6,1,3,4,1,2,5,2,4,6,3,6,Yes,9,Yes,14,Yes,21,Yes,30,Yes,NA,NA,NA,NA,NA,NA,97,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,66,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,122,Yes,113,Yes,NA,NA,34,Yes,94,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,98,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,84,Yes,89,Yes,NA,NA,111,Yes,NA,NA,NA,NA,104,Yes,NA,NA,NA,NA,NA,NA,NA,NA,104,Yes,NA,NA,129,Yes,NA,NA,NA,NA,98,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,74,Yes,43,Yes,97,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,121,Yes,NA,NA,NA,NA,99,Yes,NA,NA,53,Yes,57,Yes,NA,NA,80,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,131,No,NA,NA,NA,NA,NA,NA,NA,NA,50,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29,3,5,131,1,1.05,B14,0.12,0.02,0.14,TRUE,29,A3NMU6AVMQ0QDB,30Y6N4AHYPD54RMDXXUGBPGY2R1RD8,31QNSG6A5SBMRX40XDQW806LGGC87D,Excluded,Team,1,1,1,5,81,0.2636363636363636
8/7/18 8:51,8/7/18 9:02,IP Address,97.93.250.121,100,649,TRUE,8/7/18 9:02,R_3lPooxMGFIHS1t1,NA,NA,NA,NA,33.14639282,-97.09020233,anonymous,EN,1,1,3,25,4,3,5,1,1,1,4,2,4,5,3,3,6,Yes,9,Yes,14,Yes,21,Yes,30,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,108,Yes,NA,NA,38,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46,Yes,NA,NA,NA,NA,102,Yes,NA,NA,NA,NA,75,Yes,NA,NA,87,Yes,NA,NA,62,Yes,NA,NA,NA,NA,NA,NA,35,No,NA,NA,55,Yes,87,Yes,NA,NA,NA,NA,59,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,96,Yes,55,Yes,NA,NA,NA,NA,NA,NA,66,Yes,19,Yes,NA,NA,NA,NA,NA,NA,86,Yes,62,Yes,NA,NA,77,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,56,Yes,NA,NA,NA,NA,NA,NA,43,Yes,NA,NA,NA,NA,NA,NA,NA,NA,62,Yes,NA,NA,21,Yes,NA,NA,112,Yes,30,13,5,35,1,1.05,B14,0.12,0.02,0.14,TRUE,29,A1UNR4EL03WJCW,33TGB4G0LPYWIC4MSM0N5BK86UATXP,3E7TUJ2EGD42MBOKTIZW8OBSMXY9DX,Included,Team,0,1,1,3,80,0.2727272727272727
8/7/18 8:59,8/7/18 9:04,IP Address,74.110.144.140,100,302,TRUE,8/7/18 9:04,R_W3scrJCmKGfloHf,NA,NA,NA,NA,37.55259705,-77.49939728,anonymous,EN,1,3,2,25,1,6,2,2,5,6,1,6,1,1,6,4,6,Yes,9,Yes,14,Yes,21,Yes,30,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,10,5,30,1,1.05,B14,0.12,0.02,0.14,TRUE,5,A2JLHPINQIBZBB,3T2HW4QDUVOPVZKD3KZJ0YYMB5K9C4,3PM8NZGV8ZYMCGAN1KBUOQ49CFFQX3,Included,Team,0,1,3,2,105,0.045454545454545456
8/7/18 9:00,8/7/18 9:07,IP Address,35.143.114.128,100,367,TRUE,8/7/18 9:07,R_1pWZkmV7Pt6hoK1,NA,NA,NA,NA,37.75100708,-97.8219986,anonymous,EN,1,1,5,28,5,2,5,1,1,1,3,1,2,4,2,5,6,Yes,9,Yes,14,Yes,21,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,15,5,21,1,1.04,B12,0.12,0.02,0.12,TRUE,4,ALF9AAZGQP4K5,3CESM1J3EIKBREOKM4W8SIENDKTW6O,3VHHR074H4ZH64OJR2Z0D5SR0GE7L1,Included,Team,0,1,1,5,106,0.03636363636363636
8/7/18 9:02,8/7/18 9:09,IP Address,68.37.113.102,100,383,TRUE,8/7/18 9:09,R_1i4ECOtcDNcn76M,NA,NA,NA,NA,42.30360413,-83.11270142,anonymous,EN,4,4,2,5,4,2,4,2,2,2,4,2,NA,4,1,4,1,Yes,5,Yes,0,Yes,7,Yes,3,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,6,5,3,1,1,B0,0.12,0.02,0,TRUE,1,A6ZHOGZXNXH0H,3XBYQ44Z6PLHTCZWIH413S61XS4TWW,3TEM0PF1Q6FKQH07TMG3FDAZJT6D0R,Included,Self,0,4,4,2,105,0.045454545454545456
8/7/18 9:02,8/7/18 9:10,IP Address,69.243.70.129,100,474,TRUE,8/7/18 9:10,R_b2b4oA2qqaeiaYx,NA,NA,NA,NA,38.81559753,-77.04530334,anonymous,EN,5,5,1,4,4,1,4,1,3,1,4,1,4,4,6,4,6,Yes,9,Yes,14,Yes,21,Yes,30,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48,Yes,NA,NA,NA,NA,NA,NA,NA,NA,52,Yes,NA,NA,NA,NA,NA,NA,NA,NA,89,Yes,NA,NA,53,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,61,Yes,NA,NA,91,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,80,Yes,NA,NA,NA,NA,39,Yes,NA,NA,69,Yes,NA,NA,NA,NA,NA,NA,74,Yes,NA,NA,68,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,91,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17,3,5,91,1,1.14,B14,0.12,0.02,0.14,TRUE,17,A3LCVXMW2COCWD,3SBNLSTU6UME6I847EOTXSIXB8KZD9,33NF62TLXKKZ6T737BCW1VKL2B9KJI,Excluded,Self,1,1,1,5,93,0.15454545454545454
8/7/18 9:04,8/7/18 9:13,IP Address,107.77.236.56,100,529,TRUE,8/7/18 9:13,R_SUaU0V9ckzfQXXX,NA,NA,NA,NA,33.74899292,-84.38800049,anonymous,EN,5,5,1,5,4,1,4,1,1,1,2,1,3,5,2,6,6,Yes,9,Yes,14,Yes,21,Yes,30,Yes,NA,NA,NA,NA,NA,NA,62,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,55,Yes,68,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,73,No,34,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,70,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,62,Yes,NA,NA,NA,NA,58,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,59,Yes,NA,NA,NA,NA,NA,NA,17,3,5,73,1,1.05,B14,0.12,0.02,0.14,TRUE,16,A3G9BVVZ14580D,34O39PNDK6PCPUOTJ13AGZSYZ6PRB1,3FE7TXL1LJ5LB07QDVQ1Y0ADZ6E2Q4,Excluded,Team,1,1,1,5,93,0.15454545454545454
8/7/18 9:06,8/7/18 9:13,IP Address,108.238.168.46,100,402,TRUE,8/7/18 9:13,R_3CDFUtVEcuLEz70,NA,NA,NA,NA,33.9250946,-118.2032013,anonymous,EN,1,1,5,30,6,1,6,1,1,1,6,1,6,7,1,6,6,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,15,5,6,1,1,B0,0.12,0.02,0,TRUE,1,A1SS1WAVZAXY44,3O0M2G5VC6JM0V7YA5T1H0MYJS349M,31QTRG6Q2UVQC9ZI63I77ZL89PNYPQ,Included,Team,0,1,1,5,109,0.00909090909090909
8/7/18 9:07,8/7/18 9:15,IP Address,50.241.25.45,100,502,TRUE,8/7/18 9:15,R_2ARwjZnrHfEzN0u,NA,NA,NA,NA,33.49760437,-84.38069916,anonymous,EN,5,5,2,1,5,1,4,1,1,1,4,1,6,5,4,5,6,Yes,9,Yes,14,Yes,21,Yes,30,Yes,NA,NA,NA,NA,NA,NA,68,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,47,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,93,No,NA,NA,73,Yes,NA,NA,81,Yes,NA,NA,NA,NA,NA,NA,74,Yes,NA,NA,65,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,58,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,86,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,90,Yes,NA,NA,NA,NA,37,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,62,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,84,Yes,NA,NA,52,Yes,43,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,4,5,93,1,1.14,B14,0.12,0.02,0.14,TRUE,20,A16ZLWV0QUJP65,3BJKPTD2QCTCLGIAJNUVGTYK5DPTRT,3SKEMFQBZ4NAMCBKG7F5C5B7M0GK8Z,Excluded,Self,1,1,1,4,90,0.18181818181818182
8/7/18 9:08,8/7/18 9:16,IP Address,69.11.149.209,100,498,TRUE,8/7/18 9:16,R_1LYvOnWUWfle2EV,NA,NA,NA,NA,46.74360657,-116.7405014,anonymous,EN,4,4,2,15,2,3,1,2,3,1,1,3,1,1,5,2,6,Yes,9,Yes,14,Yes,21,Yes,30,Yes,NA,NA,31,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,54,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,65,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40,Yes,NA,NA,NA,NA,50,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,68,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,63,Yes,NA,NA,15,6,5,68,1,1.05,B14,0.12,0.02,0.14,TRUE,15,A1ZLY60CGN617T,3PEG1BH7AE8Q2QBYTHUDFN6K4EWBKT,3LWJHTCVCD45CUJ21Q58IJ428ALFQ3,Included,Team,0,4,4,2,95,0.13636363636363635
8/7/18 8:56,8/7/18 9:17,IP Address,65.29.200.76,100,1269,TRUE,8/7/18 9:18,R_QokdNW9dsPkIahr,NA,NA,NA,NA,39.90649414,-83.748703,anonymous,EN,5,5,1,1,6,2,2,4,5,1,2,2,4,3,2,4,6,Yes,9,Yes,14,Yes,21,Yes,30,Yes,183,Yes,70,Yes,145,Yes,NA,NA,NA,NA,193,Yes,NA,NA,NA,NA,NA,NA,NA,NA,132,Yes,NA,NA,185,Yes,135,Yes,100,Yes,NA,NA,82,Yes,112,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,105,Yes,76,Yes,NA,NA,NA,NA,69,Yes,166,Yes,NA,NA,137,Yes,NA,NA,NA,NA,51,Yes,NA,NA,NA,NA,183,Yes,NA,NA,NA,NA,89,Yes,NA,NA,NA,NA,NA,NA,46,Yes,158,Yes,119,Yes,NA,NA,NA,NA,89,Yes,NA,NA,NA,NA,188,Yes,NA,NA,NA,NA,88,Yes,96,Yes,166,Yes,NA,NA,NA,NA,NA,NA,53,Yes,41,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,183,Yes,NA,NA,NA,NA,NA,NA,38,Yes,NA,NA,143,Yes,152,Yes,NA,NA,175,Yes,NA,NA,54,Yes,130,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,130,Yes,NA,NA,132,Yes,NA,NA,NA,NA,NA,NA,60,Yes,NA,NA,128,Yes,202,No,51,Yes,120,Yes,NA,NA,NA,NA,34,Yes,48,3,5,202,1,1.14,B14,0.12,0.02,0.14,TRUE,48,AXKV2UQ5HEG29,3BJKPTD2QCTCLGIAJNUVGTYK5DPTRT,34V1S5K3GTJ31295JVRI2I105B9690,Excluded,Self,1,1,1,5,62,0.43636363636363634
8/7/18 9:10,8/7/18 9:19,IP Address,97.113.114.77,100,543,TRUE,8/7/18 9:19,R_us9bPrLXMHqTz3j,NA,NA,NA,NA,47.54719543,-122.3513031,anonymous,EN,5,5,1,5,2,1,1,1,4,1,1,NA,NA,NA,NA,NA,6,Yes,9,Yes,14,Yes,21,Yes,30,Yes,NA,NA,32,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49,Yes,NA,NA,36,Yes,NA,NA,106,Yes,NA,NA,47,Yes,NA,NA,NA,NA,31,Yes,NA,NA,39,Yes,NA,NA,74,Yes,69,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,55,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,117,No,63,Yes,89,Yes,63,Yes,NA,NA,NA,NA,NA,NA,61,Yes,81,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,88,Yes,NA,NA,99,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,90,Yes,NA,NA,NA,NA,NA,NA,25,3,5,117,1,1.14,B14,0.12,0.02,0.14,TRUE,24,A1T5CX6WSV4BJ3,3IH9TRB0FBGYJX3IRHGCWVEYQYG1IP,3SITXWYCNWRZ8A8YI2E4T19AQFHBXF,Excluded,Self,1,1,1,5,85,0.22727272727272727
8/7/18 9:10,8/7/18 9:20,IP Address,88.116.120.118,100,549,TRUE,8/7/18 9:20,R_3ikTRq8cOaO1LBZ,NA,NA,NA,NA,47.45930481,9.64050293,anonymous,EN,2,2,5,20,4,2,4,1,2,1,4,1,4,4,3,5,6,Yes,9,Yes,14,Yes,21,Yes,30,Yes,NA,NA,41,Yes,32,Yes,35,Yes,87,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,76,Yes,NA,NA,111,No,NA,NA,65,Yes,NA,NA,NA,NA,98,Yes,NA,NA,36,Yes,NA,NA,NA,NA,NA,NA,NA,NA,74,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,59,Yes,68,Yes,55,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,83,Yes,NA,NA,49,Yes,NA,NA,NA,NA,NA,NA,57,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,107,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,51,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,89,Yes,NA,NA,40,Yes,25,13,5,111,1,1.14,B14,0.12,0.02,0.14,TRUE,24,A3LKIY5BCZ2RS8,34O39PNDK6PCPUOTJ13AGZSYZ6PRB1,34PGFRQONPTQ1T1KWPVZP6EGPIJWJR,Included,Self,0,2,2,5,85,0.22727272727272727
